Anchovies	Meep! Meep!
Anchovies	Meep! Meep! Meep! Meep! Meep! Meep! Meep! Meep! Meep!
Anchovies	Meep!
DoodleBob	Meahoy, memoyay? Meyoyyoy, ladyonmamoy!
DoodleBob	Neofineyin!
DoodleBob	Meyaiovah! Mee hoy minoy! Meah froyay!
DoodleBob	Bawahh bwah bwah wahh!
DoodleBob	Dewaaagheaugaaagh!
DoodleBob	Bee ha, bala hala ba ba!
DoodleBob	Bee ha, bala hala ba ba!
DoodleBob	You doodle! Me SpongeBob!  Huh?
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow?
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow?
Gary	Meow.
Gary	Meow?
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow?
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow!
Gary	Meow.
Gary	Mrloow.
Gary	Meow.
Gary	Meow. Meow. Meow. Meow. Meow. Meow.
Gary	Meow, meow, meow, meow, meow, meow, meow, meow.
Gary	Meow.
Gary	Meow. Meow. Meow. Meow.
Gary	Meow.
Gary	Meow?
Gary	Meow!
Gary	Meow, meow, meow, meow, meow, meow, meow, meow. Meow, meow, meow, meow, meow, meow, meow, meow!
Gary	Meow, meow, meow, meow, meow, meow, meow, meow, meow!
Gary	Meow.
Gary	Meow.
Gary	Mmmeeooowwww!
Gary	Meeeeooooowwwww!  Mwaawaaaawwaaaaa!
Gary	Moooooooowww.
Gary	Moooowww.
Gary	Meowwweeooowww!
Gary	Mwwwwaaaaaaaaaaaaaawwwwwwwwwwwwaaaaaaaaa!
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meooooooow.
Gary	Meow!
Gary	Oooow! Mah!
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Grrrrrrrrrrrrrrrrrrrr...
Gary	Meow.
Gary	Meow reow.
Gary	Meow meow meow meow. Meow.
Gary	Meow!
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meoow.
Gary	Meow.
Gary	Meow.
Gary	Meow , meow , meow , meow , meow  .
Gary	Meow.
Gary	Meow!
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow!
Gary	Meow?
Gary	How dare you invade the sanctity of my dreams?
Gary	Here's one you might know.  There once was a man from Peru who dreamed he was eating his shoe. He woke with a fright in the middle of the night to find that his dream had come true.
Gary	Meow! Meow!
Gary	Meow.
Gary	Mooowww...
Gary	'[tired]' Mooowww, meow meow meow moooww...
Gary	Meow?
Gary	Meow.
Gary	Meow!
Gary	Meow.  Meow.
Gary	Meow!
Gary	Meow!
Gary	Meow.
Gary	Meow...
Gary	Meow...
Gary	Meow meow meow meow meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow!
Gary	Meow meow meow meow
Gary	Meow.
Gary	Meh.
Gary	Meow.
Gary	Meow.
Gary	Meow meow meow meow!
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow?
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow?
Gary	Meow!
Gary	Meow.
Gary	Meow!
Gary	Meow...
Gary	Meow!
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow!
Gary	Meow.
Gary	Meow?
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow?
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Gary	Meow.
Mr. Krabs	Well lad, it looks like you don't even have your sea legs.
Mr. Krabs	That sounded like hatch doors!  Do you smell it? That smell. A kind of smelly smell. A smelly smell that smells smelly.  Anchovies.
Mr. Krabs	Whoa! Batten down the hatches, Mr. Squidward!  Were taking on water, Mr. Squidward!  I want my mommy, Mr Squidward!
Mr. Krabs	That was the finest fast foodsmanship I've ever seen, Mr. SquarePants! Welcome aboard!
Mr. Krabs	Hip-hip!
Mr. Krabs	Our delivery Squid will bring it right over.
Mr. Krabs	This here's an advanced patty-control mechanism.  Here you can see our automated money-handling system. Don't touch!  These are high-quality beverage temperature devices. Imported.  This here's a prototype liquid transfer machine.  And most importantly,  You get your state-of-the-art condiment-dispersal units. Now, are you gonna buy something or just stand there cause there's a standing fee.
Mr. Krabs	The money is always right!
Mr. Krabs	"No, you dumb bunny, it says, ""Hello, my name is Patrick."""
Mr. Krabs	Nice try, Plankton.
Mr. Krabs	"Oh, yes, you do! No world means no money! Now, go save the world, or you're fired! ""[runs back to the Krusty Krab][Squidward grumbles]"
Mr. Krabs	No, this is my one millionth dollar earned! Every crab's goal in life is to make a million dollars, and now I got mine! Congratulations, sir! You have just given me my one millionth dollar!
Mr. Krabs	Congratulate yourselves, lad! A captain's nothing without his loyal crew! I mean, a crew like you  comes around maybe once in a lifetime! And to reward you for making me millionth dollar, I'm taking you on a trip.
Mr. Krabs	Better than that!
Mr. Krabs	For a second or two, I thought she was a goner!
Mr. Krabs	And remember, we don't leave until we catch that clam and rescue me dollar.
Mr. Krabs	I see. Then I guess I have no choice but to offer a reward.
Mr. Krabs	Now, I think we understand each other. Nobody eats until I get my millionth dollar back.
Mr. Krabs	Come on, fresh meat!  Keep thrashing! He likes it!  Come on, boy! Closer. Closer. Almost there.  That's it!  Aha! Whoo-hoo-hoo-hoo! Look, boys, I finally got it!  I finally got me millionth dollar.
Mr. Krabs	It wasn't easy. Old Blue Lips is quite the fighter. So, eventually, we settled on a trade.
Mr. Krabs	Thank you, sweet pea. I see you got creative with the bran today.
Mr. Krabs	Coral, eh?
Mr. Krabs	Ha! Old? What was I thinkin'? I ain't old. Huh?
Mr. Krabs	No! No! I ain't old like you! I ain't old! I ain't old!
Mr. Krabs	Hey, boys, hangin' out?
Mr. Krabs	Uhh, yeah, course I know it!  Uhh... uhh...
Mr. Krabs	Oh, I'm ready to party! Are you ready to party?
Mr. Krabs	So, what kind of hot rod will we be cruising in tonight?
Mr. Krabs	We used to beat people up for saying things like that! Everything's all topsy-turvy now.
Mr. Krabs	Any port in the store! wait a minute. This is a Laundromat.
Mr. Krabs	Not yet.
Mr. Krabs	Do you really wanna know if I can feel it?
Mr. Krabs	Lame! You're nerds! Geeks! Creeps! And babies!
Mr. Krabs	Panty raid? You're talking about girls, right? Girl girls?
Mr. Krabs	Now this is more like it!
Mr. Krabs	Mother?
Mr. Krabs	Yes, Mommy.
Mr. Krabs	Yes, Mommy.
Mr. Krabs	You're not to make another Patty until that one is sold. Understand?
Mr. Krabs	You two would have never have lasted in the navy. Let's see how bad you are.  No...no...  Stay...  Thatta girl! There, there.  See? Good enough to eat.  Oh, look, an ambulance. Now, then.  SpongeBob?
Mr. Krabs	Everything ok, doc?
Mr. Krabs	I'm not Eugene Krabs, I'm, uhh, Harold. Harold, uhh...  Flower!
Mr. Krabs	Blec! Why does it smell so foul?
Mr. Krabs	You have me word as a sailor.
Mr. Krabs	Of course, you do! You know what that means, right?
Mr. Krabs	Great!
Mr. Krabs	Sorry about the confusion.  Free toy?
Mr. Krabs	No expense spared for my valued customers.  Look at all those happy faces. It sure does feel good to be generous.
Mr. Krabs	Oh, it's just a bad dream. I'll wake up soon.
Mr. Krabs	Your luck just ran out.
Mr. Krabs	Thanks, Squidward, I knew I could count on you.  Well, a deal's a deal. Let's go.
Mr. Krabs	Look, Squidward, money!
Mr. Krabs	You heard what I said about the money?
Mr. Krabs	Davy Jones on the jib! Do my ears deceive me? Is it really the first day of summer? Is it?
Mr. Krabs	Er, uh... I mean, uh... the children!
Mr. Krabs	What? But that's impossible.  What about the money? I mean uh... uh... what about the children?  I guess summer isn't coming this year.
Mr. Krabs	True. But that's not gonna get these munchkins away from this playground. Unless... hmmm... see you tomorrow, boy. Got a lot of work to do.
Mr. Krabs	Nice to meet you, Monroe.
Mr. Krabs	Eh... that reminds me. I forgot to give you these coloring books/liability wavers!  Everyone who hands theirs back gets to meet the one and only Krabby the Clown!
Mr. Krabs	I don't know. Be entertaining.
Mr. Krabs	Well, now that all their money's counted, tell them Krabby has just arrived!
Mr. Krabs	All right, here you go!  Hey kids! Uh, thank you all for coming! Thank you. Eat plenty of Krabby Patties!  Ah, Krabs, you've done it again!
Mr. Krabs	Huh?  Oh, hey kids.  Uh... Uncle Krabs has to go to the bank now. Heh.
Mr. Krabs	Fall in for inspection! All right, you two...  Hat and uniform seem to be in order.  Hmm, promise me you'll shave tonight and you pass.
Mr. Krabs	Attention, Krusty Krab crew! All hands report immediately!
Mr. Krabs	But he was persistent!
Mr. Krabs	But thousands of failures have made him crafty, so keep your eyes open!  You'll never know what trick he'll use to steal me secret Krabby Patty formula.
Mr. Krabs	You sure you don't want a Krabby Patty?
Mr. Krabs	Plankton! You knew I would never distrust a dollar!
Mr. Krabs	And now for the chaser!
Mr. Krabs	Ah, you and what army, bug?
Mr. Krabs	Well, you might as well forget it. The formula is locked away in me safe, and I'll never give ya the combination.
Mr. Krabs	I'm telling you, you won't be able to handle the truth. There are some things in this world that weren't meant for mortal eyes.
Mr. Krabs	I'm warning ya...!
Mr. Krabs	Hey. Why ain't you running?
Mr. Krabs	Curse you, Squidward!
Mr. Krabs	Ghosts? Ha! I ain't afraid of no ghosts! Every sailor knows a ghost won't come near a fella as long as he's wearing his spotted neckerchief...  And his dried-up sea leprechaun.  And a bit of gold never hurt.  But to be on the safe side, I'm also wearing me pants in a melvin knot,  got me shivering timber brace,  and the hairs on the back of me neck are taped down.  And I'm all wrapped up in a suit of anti-ghost armor. And if none of this stuff works, I've got me secret weaponthe specter deflector!  So just try and get me, you ghosts! Bring it on.
Mr. Krabs	I'm warning you!
Mr. Krabs	You'll never get me!
Mr. Krabs	No!
Mr. Krabs	Hey, come on boys, I'm hip! I pulled my share of pranks when I was your age. Had me some laughs. That's what we did tonight, right? We had a good laugh. Come on, laugh with me.  Uh, any particular reason you boys are naked?
Mr. Krabs	Don't mention it.
Mr. Krabs	What the...?  ...The Chum Bucket open 23 hours? So that little piece of flotsam Plankton thinks he can stay open longer than me, does he?
Mr. Krabs	All right, everybody. The Krusty Krab is entering day 3 of non-stop service! Let's give it up for day 3!  Yee haw, day 3!
Mr. Krabs	Quit your bellyaching, Squidward; you don't hear SpongeBob complaining, do you?
Mr. Krabs	Eww! A spider bug.
Mr. Krabs	"Kick it into high gear! We've got a big order!  I'm counting on you, boy. I need you to raise that spatular.  Yeah! And I need you to say, ""Team Krusty Krab!"""
Mr. Krabs	Day 23! Give it up for day 23!
Mr. Krabs	Day...  anyone know how many days it's been? I've lost track.
Mr. Krabs	Sure, I said I'm worried that...
Mr. Krabs	and here's the grill.
Mr. Krabs	No, a psychiatrist.
Mr. Krabs	No, seriously. Get back to work!
Mr. Krabs	It's where I hide me treasure.  Catch!  Let's get that chest to the office, boy, pronto!
Mr. Krabs	Arrgh!  It's me first tattoo.
Mr. Krabs	"Me shipmates. The toughest bunch to ever sail the briny deep. There's ""'Ol Iron Eye"", , and ""Mutton Chop"", , me, , ""Torpedo Belly"", , and ""Lockjaw Jones""."
Mr. Krabs	Oh, really?  This is me navy cadet uniform. Prepare to eat your words 'cause I haven't put on more than a couple of pounds.  Ok, maybe I'm a bit bigger. But I'm still the toughest of the tough. Go ahead, lad, give em a punch.
Mr. Krabs	No!!
Mr. Krabs	It's when a crab gets too fat- um, er, outgrows his shell. It falls off!
Mr. Krabs	Yeah.
Mr. Krabs	No, you barnacle brain. Not your silly metaphor. You, in me shell. It gives me an idea. You can go to the reunion and pretend to be me.
Mr. Krabs	Heh heh, say that ain't half-bad.
Mr. Krabs	That'll do SpongeBob.
Mr. Krabs	I've created a monster.
Mr. Krabs	He did it.
Mr. Krabs	'Atta boy.
Mr. Krabs	Oh no.
Mr. Krabs	C'mon lad, let's go home.
Mr. Krabs	Yeah, poor suckers. At least my shell will grow back.
Mr. Krabs	Arrgh, me back!
Mr. Krabs	Oh, me back. Well, here goes another useless attempt to sleep on me mount less, lumpy mattress.  Huh, that's queer. Me mattress seems strangely cozy and butter-like...
Mr. Krabs	All my money was in that mattress.
Mr. Krabs	Is there money in it?
Mr. Krabs	Look at you, Plankton. Once again you've fallen flat on your back in a pathetic attempt to steal me formula.  Though you've tried and tried, you haven't had the smallest nibble of my delicious formula.  And you never will!  How do you sleep at night, no wonder you're a complete failure?
Mr. Krabs	Scoundrel! You'll have me formula when you pry it from me lifeless claws!
Mr. Krabs	So, uhh, how much is this going to cost me?
Mr. Krabs	Ah, run along. Make things ship-shape for my victory celebration. I've got to get to the courthouse early. There's only a few free parking places.
Mr. Krabs	He's lying! Bah!
Mr. Krabs	Really?
Mr. Krabs	How's it coming lad?
Mr. Krabs	No! No-no! No!  Daddy's got ya. Daddy's got ya. Daddy's here.  A little glue, a little tape. It'll be right as rain.  Daddy didn't forget ya.
Mr. Krabs	Must...open...case.
Mr. Krabs	It's...  It's just his lunch. Or is it?
Mr. Krabs	Thank you, SpongeBob. I was foolish not to accept your help from the beginning.
Mr. Krabs	SpongeBob! You're 15 minutes late.
Mr. Krabs	Refund?! What's wrong with it?
Mr. Krabs	Okay, boy, why don't you tell Mr. Krabs what's wrong.
Mr. Krabs	That's me boy!
Mr. Krabs	What? My machine has arrived?! Oh, let 'em in, let 'em in, let 'em in.
Mr. Krabs	At a quarter a pop, this thing will pay for itself in no time. Which reminds me, step up boys. First one's free.
Mr. Krabs	My work here is done.
Mr. Krabs	No, no, Mr. Squidward. Thank you.
Mr. Krabs	What? Why?
Mr. Krabs	I took the liberty of turning your paycheck...  ...into quarters. Just in case you wanna... oh, I don't know, do laundry or  buy a soda or... something.
Mr. Krabs	That's funny. Last time I checked, you were a cashier.
Mr. Krabs	Here they come, lads.
Mr. Krabs	Who wants to know?
Mr. Krabs	Buy the Krusty Krab? It's not for sale. You know, I may not make as much as your fancy-schmancy-migger restaurant chain, but it's the blood, sweat, and tears of a hard days work. It's not about the mon...  Holy sweet mother of pearl! I like the way you think Blandy. But it's gonna take a lot more than a suitcase of cash to buy the Krusty Krab from me.
Mr. Krabs	That'll be fine then.  Here you go. Now gimme gimme gimme gimme.  Whoo-ha! See ya around.
Mr. Krabs	So long, boys.
Mr. Krabs	Whatcha up to?
Mr. Krabs	Actually, I was hoping you and I could do something together.
Mr. Krabs	Retirement ain't all it's cracked up to be. So, I'm the new bus boy.  Uhh, ok son, you're starting to creep my out.
Mr. Krabs	Ahoy, Squidward.
Mr. Krabs	Oh, I don't need Carl's silly rules.
Mr. Krabs	What's going on around here? Where's SpongeBob?
Mr. Krabs	Automated cash register? Noo!  Hey, Carl, what have you done to me restaurant? Processed Krabby Patties? Computerized registers?
Mr. Krabs	Rules! Here's a rule for ya: people can't eat stain glass barstools!  I'll show you automated!
Mr. Krabs	Pleasure's all mine. Now get out of me restaurant.  We did it, boys.  The Krusty Krab is ours again. Ya know, in a fit of maniacal rage, I may have destroyed the restaurant, scared away all our customers, and forced us into bankruptcy because I returned nearly every penny I sold this stink heap for, but it was all worth it. And I got back the love of my dear friends.
Mr. Krabs	What's wrong, boy?
Mr. Krabs	Oh, this is worse than I thought. After all, money is the ultimate source of joy.
Mr. Krabs	Oh, money. You're always there for me.
Mr. Krabs	Oh, look at the time! So sorry to have to rush off. Bye!  Whew, that was a close one.
Mr. Krabs	But, Mommy, you shouldn't be spending my inheritance...I mean, since you told me you wanted a hat, I went out and I dug one up.
Mr. Krabs	Wonderful! I'll stay open late so ye can have a nice, romantic dinner. Run along, make yourself pretty. SpongeBob, you're working late tonight. No overtime!
Mr. Krabs	SpongeBob...
Mr. Krabs	But, mommy...
Mr. Krabs	All you love is thieving and conniving. Now, stop trying to get the formula out of me mother.
Mr. Krabs	Mommy!
Mr. Krabs	Yes, mommy.
Mr. Krabs	Please don't marry him, mommy! Don't marry this bad, bad man! I don't want you to!
Mr. Krabs	So, what do ye say, lad?
Mr. Krabs	I closed early for your movie. Where are the paying customers? You promised a full house.
Mr. Krabs	Oh. That. Well, can't we talk about this?
Mr. Krabs	That two bucks is comin' out of your paycheck!
Mr. Krabs	Oh, don't worry about that. We've got Squidward!
Mr. Krabs	Why you talkin' funny, lad?
Mr. Krabs	It's like riding a bike. You never forget!  Uhh... I'm gonna help ya!  If you learn to make a Krabby Patty again, your life will be back in order.
Mr. Krabs	Don't talk like that!
Mr. Krabs	Three cheers for the return of our master fry cook, SpongeBob! Hip hip...
Mr. Krabs	What in blazes is going on in here?
Mr. Krabs	SpongeBob, what's the hold up?!
Mr. Krabs	There you go, Squiddy.
Mr. Krabs	Come inside.  Isn't it beautiful?
Mr. Krabs	Ok, Squidward,  man the front desk.
Mr. Krabs	This elevator is for guests only. Take the employee elevator.
Mr. Krabs	He can be as unreasonable as he wants! The plaque, Squidward, the plaque!
Mr. Krabs	Quit? You can't quit.  Welcome to the Krusty Towers... Squidward?!
Mr. Krabs	Oh... here's your room key.
Mr. Krabs	Well, you got your stinky sandwich. Now eat it.
Mr. Krabs	What is it, Squidward?
Mr. Krabs	SpongeBob!
Mr. Krabs	So you're all taken care of?
Mr. Krabs	Let's get outta here, SpongeBob!
Mr. Krabs	You don't need me to chew your food for ya? Or make you a back scratcher out of me own spine? Or maybe extinguish the sun so the light don't get in your eyes?!
Mr. Krabs	Not at these prices! Forget hotels! This hospital rack is where the money is!
Mr. Krabs	Are you sure you wouldn't prefer a room on the ground floor?
Mr. Krabs	I knew that. How could you think I wouldn't know that? What are you gonna be, 12?
Mr. Krabs	Now, now, don't snap your mizzenmast. Everything is all set. Why, I've already got the party favors--bubble wrap!  This year's gonna be a blast.
Mr. Krabs	While I plan the party, I want you to buy Pearl's present.  Here you go, boy.
Mr. Krabs	Now remember, nothing's too good for me little Pearl. I wanted to give her nothing, but she's too good for that. Now follow her around and see what she likes. You know, do some detective work.
Mr. Krabs	Yeah. Well, we've got the decor covered. Now how about entertainment? Pearl wants some boy band called 'Boys Who Cry'.
Mr. Krabs	It's almost time for the party to start!
Mr. Krabs	Who wants cake?
Mr. Krabs	Pearl, come back.
Mr. Krabs	Boy, how much is all this costing me?
Mr. Krabs	Don't push your luck, boy.
Mr. Krabs	Use another spatular.
Mr. Krabs	Alright, what's going on in  ...ooh... don't you have any shame, boy?
Mr. Krabs	Ooh, that sounds excitin'. Let me have a go at it.
Mr. Krabs	Huh, impressive. Well, let's see that thing impress me even more by bringing in more customers and more money in me pocket.
Mr. Krabs	Go to em. Go now, boy. Go before I lose all me customers.
Mr. Krabs	No!  I'll save ya, money!  Gotcha. What do you heartless brutes think you're doing?
Mr. Krabs	Squidward, SpongeBob, I got a new job for ya.  X marks the spot of the Eugene Krabs Memorial Wishing Well
Mr. Krabs	All right, Squidward, you can go back to the register.
Mr. Krabs	See ya in 8 hours.
Mr. Krabs	Uhh, not yet. But I'm sure if you believe strong enough, and dug deep enough, everyone's wishes will come true.
Mr. Krabs	Good morning, SpongeBob! Let's see what ya got.  Boy, it's heavy. Must be a lot of money.
Mr. Krabs	The what?
Mr. Krabs	You mean she stole that boat.
Mr. Krabs	Eh? I wonder what form of trickery is up that miniature cyclops' sleeve this time.  Alright, Plankton, I don't know what you're trying to pull on me, but I'll tell ya right now, it ain't going to work.
Mr. Krabs	Criminy, Plankton, you ever heard of spring cleaning?
Mr. Krabs	Come on, this has got to be a joke, right?
Mr. Krabs	Now that's an employee who follows orders.  What in blazes is that noise?
Mr. Krabs	Eh, we'll see about that.  I'll just put this in here for safekeeping. You here that, Plankton?! Join your other friends from the past.  Now nobody's getting to see anything. Don't you understand this is all part of his ruse. It's just cosmetic. He thinks he can take us out. But we'll show him. We're gonna out-fake the faker. Well, it looks like old Plankton is really going through with it. I guess we don't have to worry about him anymore. Yup, we sure whipped him this time. Okay, boys, the coast is clear. Plankton's turned over a new leaf.
Mr. Krabs	Dance or you're fired.
Mr. Krabs	Plankton! You may have fooled everyone else, you might have even fooled yourself, but you ain't fooling me.
Mr. Krabs	Bubkes! If there's one thing certain in this world, it's that you can't resist me formula.  You know you want it.
Mr. Krabs	Sure it is. And this isn't the formula that you don't want. Come on, eh? Eh? Oop. Too slow. [chuckles]
Mr. Krabs	I never thought I'd see the day. What happened to the invertebrate I used to know? Plankton!
Mr. Krabs	Listen, uh, I just wanted to...you know...apologize for my behavior today. Wasn't right what I done. And I realized I hurt the feelings of, uh, someone I care about. You still there?
Mr. Krabs	I figured since we're no longer archenemies, maybe, maybe we can start over.
Mr. Krabs	And just to prove it to you, I want you to have something.
Mr. Krabs	Come on, take it.
Mr. Krabs	SpongeBob, come in, boy. And bring your friends in, too. They look hungry. [uses key to open]
Mr. Krabs	But how do we know you haven't become one of those voracious flesh-eaters?
Mr. Krabs	It's... for his own good, SpongeBob.
Mr. Krabs	Squidward! SpongeBob! Just put me out of my misery.
Mr. Krabs	Well, that went better than expected.
Mr. Krabs	Oh, I dunno. Just go have fun or whatever. I really don't care. Ya just can't be here.
Mr. Krabs	That's enough banter on my dime.
Mr. Krabs	SpongeBob, do we have to go through this again?
Mr. Krabs	Out you go, boy.
Mr. Krabs	SpongeBob, what are you doing here? You're gonna cost me some loot if you don't get your square keister home. Out, out, out until your vacation is over.
Mr. Krabs	Not a problem at all, me boy.
Mr. Krabs	Look boy,  I brought your spatuler.  C'mon, boy, get it. Get the spatuler. Go get it!  Enjoy your vacation, boy!
Mr. Krabs	You don't have to.  Your accumulated vacation time is used up.  The union can't fine me, anymore.
Mr. Krabs	SpongeBob!
Mr. Krabs	Happy?
Mr. Krabs	Time to go home, boys.
Mr. Krabs	No but's.
Mr. Krabs	Hello, Squidward. Neptune's trousers! What's gotten into you?
Mr. Krabs	Patricia. The most beautiful sound I've ever seen. SpongeBob, do we need any more help down at the Krusty Krab?
Mr. Krabs	Just keep your eyes on the customers, Mr. Squidward.
Mr. Krabs	That's a 7, Patricia.
Mr. Krabs	Get back to work, you gold-bricking freeloader. Hut two, hut two, yah, yah! And don't come back 'til all the patties are krabby.  Well, now that we're alone, how would you like to be my date Friday night to a...
Mr. Krabs	Well then, you're fired. Uhh, if anybody needs me, I'll be in my office for, I dunno, the next 20 years or so.
Mr. Krabs	Yeah? I used to have a kidney stone. Everything passes eventually. Now stop dreaming and work for a living.
Mr. Krabs	I've got a better idea.  A buffet fit for a king.
Mr. Krabs	All free?!!?  Nobody eats in me restaurant for free, king or no king!
Mr. Krabs	What are you going on about? Bikers?
Mr. Krabs	This'll be great. Those bikers can work up an appetite beating you up in the parking lot. Then they can fill up on delicious Krabby Patties then they can beat you up again.
Mr. Krabs	Don't you want to spend any money?
Mr. Krabs	What? Why not?  All right, boy, it's done! You're gonna suck the whole cup down your gullet if you're not careful.
Mr. Krabs	Grr. I better get to the bottom of this.  Ah! A new store!  On my block! Taking my customers.  Pearl.  Me own flesh and blood. How could you do this to your papa?
Mr. Krabs	Why I wouldn't give them a cent.
Mr. Krabs	Then how do you explain this?
Mr. Krabs	Oh!
